id,exam_board,subject,topic,year,question_number,question_text,options,correct_answer,difficulty,created_at
dbeb252431905d12,WAEC,English Language,Essay Writing,2024,2,English Language Essay Writing Question 2: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.570417
e36c5384d951b38f,WAEC,English Language,Prose,2024,3,English Language Prose Question 3: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.570439
a8a920f2e69194fc,WAEC,English Language,Essay Writing,2024,4,English Language Essay Writing Question 4: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570459
c0afbd7cf7e2a925,WAEC,English Language,Grammar,2024,5,English Language Grammar Question 5: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.570492
6544c0955df211c1,WAEC,English Language,Comprehension,2024,6,English Language Comprehension Question 6: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.570514
aa5e44b217afcdb1,WAEC,English Language,Grammar,2024,7,English Language Grammar Question 7: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570534
71ea595bbc5fb0ae,WAEC,English Language,Grammar,2024,8,English Language Grammar Question 8: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.570558
547588711b0dbc8e,WAEC,English Language,Vocabulary,2024,9,English Language Vocabulary Question 9: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570579
20d17bf43576eac0,WAEC,English Language,Vocabulary,2024,10,English Language Vocabulary Question 10: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570599
cc74f82cc953b12f,WAEC,English Language,Essay Writing,2024,11,English Language Essay Writing Question 11: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.570618
73bfb50afdb0a170,WAEC,English Language,Poetry,2024,12,English Language Poetry Question 12: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.570638
12c15c0d7fdf6da2,WAEC,English Language,Comprehension,2024,13,English Language Comprehension Question 13: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570657
488cf75f0f4e8a61,WAEC,English Language,Vocabulary,2024,14,English Language Vocabulary Question 14: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.570677
e38a92fcf9524b75,WAEC,English Language,Essay Writing,2024,15,English Language Essay Writing Question 15: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.570697
6b96d0972ea28b60,WAEC,English Language,Poetry,2024,16,English Language Poetry Question 16: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.570716
40a5dee1917ef20e,WAEC,English Language,Comprehension,2024,17,English Language Comprehension Question 17: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570736
939489b63935a192,WAEC,English Language,Comprehension,2024,18,English Language Comprehension Question 18: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570755
376c37f4c0493485,WAEC,English Language,Prose,2024,19,English Language Prose Question 19: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570774
ae7efd04dd84da02,WAEC,English Language,Poetry,2024,20,English Language Poetry Question 20: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.570794
888ac6757366413a,WAEC,English Language,Poetry,2024,21,English Language Poetry Question 21: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.570818
f560a7df1fd91304,WAEC,English Language,Vocabulary,2024,22,English Language Vocabulary Question 22: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570839
afbad66bf718fff6,WAEC,English Language,Poetry,2024,23,English Language Poetry Question 23: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.570859
bb72d69c464c5571,WAEC,English Language,Vocabulary,2024,24,English Language Vocabulary Question 24: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570879
d56a823b0366c979,WAEC,English Language,Essay Writing,2024,25,English Language Essay Writing Question 25: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570899
c3618003450bdb59,WAEC,English Language,Comprehension,2024,26,English Language Comprehension Question 26: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570919
c784754fb217dc95,WAEC,English Language,Grammar,2024,27,English Language Grammar Question 27: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570938
2073e6513663ac67,WAEC,English Language,Prose,2024,28,English Language Prose Question 28: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570957
a5fe83a0e05fb6cf,WAEC,English Language,Prose,2024,29,English Language Prose Question 29: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.570976
cdc24f3d4c3603a6,WAEC,English Language,Vocabulary,2024,30,English Language Vocabulary Question 30: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.570998
acec3a06c8b16ca0,WAEC,Physics,Mechanics,2020,1,Physics Mechanics Question 1: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.572613
dbb01c26f918bd0b,WAEC,Physics,Optics,2020,2,Physics Optics Question 2: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.572673
dd8621fcf71be261,WAEC,Physics,Magnetism,2020,3,Physics Magnetism Question 3: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.572693
7d504c117d1202a5,WAEC,Physics,Electricity,2020,4,Physics Electricity Question 4: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.572713
6245b627d204d708,WAEC,Physics,Modern Physics,2020,5,Physics Modern Physics Question 5: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.572733
3e8b74a70d3a0c5b,WAEC,Physics,Thermodynamics,2020,6,Physics Thermodynamics Question 6: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.572752
8b85f23090b5d725,WAEC,Physics,Mechanics,2020,7,Physics Mechanics Question 7: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.572771
512a84a13230fac4,WAEC,Physics,Optics,2020,8,Physics Optics Question 8: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.572836
63006772bd2623ad,WAEC,Physics,Thermodynamics,2020,9,Physics Thermodynamics Question 9: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.572865
ac4ea57fd5302401,WAEC,Physics,Magnetism,2020,10,Physics Magnetism Question 10: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.572887
eb753893a6b0cfe2,WAEC,Physics,Electricity,2020,11,Physics Electricity Question 11: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.572907
ea0c117cdf85a03c,WAEC,Physics,Energy,2020,12,Physics Energy Question 12: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.572927
41957a083f06747f,WAEC,Physics,Dynamics,2020,13,Physics Dynamics Question 13: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.572947
a54bf26cf132d30b,WAEC,Physics,Waves,2020,14,Physics Waves Question 14: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.572966
4cfa6a216dd35ed1,WAEC,Physics,Waves,2020,15,Physics Waves Question 15: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.572996
5dadf1837953c010,WAEC,Physics,Kinematics,2020,16,Physics Kinematics Question 16: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.573017
98c0ba0090cb8a7e,WAEC,Physics,Electricity,2020,17,Physics Electricity Question 17: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.573037
c0f723dab3ea8972,WAEC,Physics,Dynamics,2020,18,Physics Dynamics Question 18: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.573056
f2e345db01e61907,WAEC,Physics,Magnetism,2020,19,Physics Magnetism Question 19: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.573127
8b43789ed4f5f910,WAEC,Physics,Thermodynamics,2020,20,Physics Thermodynamics Question 20: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.573170
bfa0db2e8fc2cb73,WAEC,Physics,Electricity,2020,21,Physics Electricity Question 21: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.573193
d8435683d0c74586,WAEC,Physics,Thermodynamics,2020,22,Physics Thermodynamics Question 22: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.573213
87252531cc4d9292,WAEC,Physics,Optics,2020,23,Physics Optics Question 23: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.573237
d3ce20aa2043d8f0,WAEC,Physics,Waves,2020,24,Physics Waves Question 24: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.573257
5cd15d31549b5f9f,WAEC,Physics,Mechanics,2020,25,Physics Mechanics Question 25: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.573276
829f94b8fe18390e,WAEC,Physics,Thermodynamics,2020,26,Physics Thermodynamics Question 26: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.573296
438fcbc9a7a9c752,WAEC,Physics,Magnetism,2020,27,Physics Magnetism Question 27: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.573316
99d02f464f953d88,WAEC,Physics,Dynamics,2020,28,Physics Dynamics Question 28: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.573335
8fcf159e15fef0ec,WAEC,Physics,Kinematics,2020,29,Physics Kinematics Question 29: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.573355
0ea8e3569fef04f5,WAEC,Physics,Optics,2020,30,Physics Optics Question 30: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.573374
28375cce3b12e6cc,WAEC,Physics,Mechanics,2021,1,Physics Mechanics Question 1: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.574786
33c59e21e52cab35,WAEC,Physics,Energy,2021,2,Physics Energy Question 2: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.574842
184682b895a87fcd,WAEC,Physics,Thermodynamics,2021,3,Physics Thermodynamics Question 3: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.574862
9f9db91d98c264a2,WAEC,Physics,Modern Physics,2021,4,Physics Modern Physics Question 4: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.574883
90704fc03f72e444,WAEC,Physics,Modern Physics,2021,5,Physics Modern Physics Question 5: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.574902
476ade103d209cf6,WAEC,Physics,Dynamics,2021,6,Physics Dynamics Question 6: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.574922
559d2e76566bea6d,WAEC,Physics,Magnetism,2021,7,Physics Magnetism Question 7: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.574942
e6f7730bc22eab56,WAEC,Physics,Optics,2021,8,Physics Optics Question 8: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.574961
23c4375c5f96fd47,WAEC,Physics,Modern Physics,2021,9,Physics Modern Physics Question 9: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.574980
cd2720e1b4731fd6,WAEC,Physics,Kinematics,2021,10,Physics Kinematics Question 10: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575000
b874b4dd9b39ade7,WAEC,Physics,Mechanics,2021,11,Physics Mechanics Question 11: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.575019
f99797cbc6520f04,WAEC,Physics,Energy,2021,12,Physics Energy Question 12: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.575044
ade64934a156aab2,WAEC,Physics,Optics,2021,13,Physics Optics Question 13: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.575065
592c4c1d25afa569,WAEC,Physics,Magnetism,2021,14,Physics Magnetism Question 14: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575085
f66dfb01b2401d1f,WAEC,Physics,Waves,2021,15,Physics Waves Question 15: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.575105
3ef801aa5adb98fe,WAEC,Physics,Modern Physics,2021,16,Physics Modern Physics Question 16: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575124
98a9a8033c97db41,WAEC,Physics,Thermodynamics,2021,17,Physics Thermodynamics Question 17: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575144
0be70ca503209dcc,WAEC,Physics,Magnetism,2021,18,Physics Magnetism Question 18: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.575164
9603858c0a01f45b,WAEC,Physics,Kinematics,2021,19,Physics Kinematics Question 19: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575184
3f69263eb7b3c567,WAEC,Physics,Mechanics,2021,20,Physics Mechanics Question 20: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575204
4ecceffc43f34e4c,WAEC,Physics,Waves,2021,21,Physics Waves Question 21: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.575224
dc28251a7c7c24f3,WAEC,Physics,Waves,2021,22,Physics Waves Question 22: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575243
4b7feb6ff8bd335e,WAEC,Physics,Modern Physics,2021,23,Physics Modern Physics Question 23: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.575262
a087012359575659,WAEC,Physics,Kinematics,2021,24,Physics Kinematics Question 24: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575282
d9c0757993fe0ec4,WAEC,Physics,Magnetism,2021,25,Physics Magnetism Question 25: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575309
e7171c674660f931,WAEC,Physics,Energy,2021,26,Physics Energy Question 26: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575331
6a8c01e4326ee33a,WAEC,Physics,Kinematics,2021,27,Physics Kinematics Question 27: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.575350
5bdb49f71d31c359,WAEC,Physics,Waves,2021,28,Physics Waves Question 28: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575369
567a0da9b8f477bf,WAEC,Physics,Mechanics,2021,29,Physics Mechanics Question 29: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575389
c96cfa38bee31ffe,WAEC,Physics,Magnetism,2021,30,Physics Magnetism Question 30: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.575409
f7ab2365fad82b18,WAEC,Physics,Kinematics,2022,1,Physics Kinematics Question 1: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.576623
fb1071ca9b0c1c0f,WAEC,Physics,Mechanics,2022,2,Physics Mechanics Question 2: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.576687
92acec5e4f2d89f4,WAEC,Physics,Modern Physics,2022,3,Physics Modern Physics Question 3: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.576718
e033aeec78c109c8,WAEC,Physics,Magnetism,2022,4,Physics Magnetism Question 4: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.576740
206522629b2961d0,WAEC,Physics,Dynamics,2022,5,Physics Dynamics Question 5: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.576760
e3d3805b26219559,WAEC,Physics,Optics,2022,6,Physics Optics Question 6: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.576781
f13b88c2c3f85f28,WAEC,Physics,Waves,2022,7,Physics Waves Question 7: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.576806
772422fcc0c23994,WAEC,Physics,Magnetism,2022,8,Physics Magnetism Question 8: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.576827
4162b8127bc57f6f,WAEC,Physics,Energy,2022,9,Physics Energy Question 9: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.576847
af26193ff9a8f326,WAEC,Physics,Optics,2022,10,Physics Optics Question 10: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.576867
2f423e1493e63633,WAEC,Physics,Electricity,2022,11,Physics Electricity Question 11: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.576886
b86ec0d25d53e539,WAEC,Physics,Dynamics,2022,12,Physics Dynamics Question 12: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.576906
e870ce700dd5ba74,WAEC,Physics,Dynamics,2022,13,Physics Dynamics Question 13: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.576925
7f958780c035e249,WAEC,Physics,Kinematics,2022,14,Physics Kinematics Question 14: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.576944
49bee5251f24293a,WAEC,Physics,Waves,2022,15,Physics Waves Question 15: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.576963
8ebd6f24d352e2e2,WAEC,Physics,Mechanics,2022,16,Physics Mechanics Question 16: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.576982
86e0394bce997806,WAEC,Physics,Dynamics,2022,17,Physics Dynamics Question 17: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.577001
d7af9a8c9e695c04,WAEC,Physics,Electricity,2022,18,Physics Electricity Question 18: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.577020
e4742eb3f8d86598,WAEC,Physics,Kinematics,2022,19,Physics Kinematics Question 19: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.577040
29b8fc424f4d8aa2,WAEC,Physics,Dynamics,2022,20,Physics Dynamics Question 20: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.577059
29c442c873cfdcdc,WAEC,Physics,Mechanics,2022,21,Physics Mechanics Question 21: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.577078
0ce64fe252be8418,WAEC,Physics,Optics,2022,22,Physics Optics Question 22: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,easy,2025-12-10T16:51:33.577097
e011ff3de37bfba8,WAEC,Physics,Energy,2022,23,Physics Energy Question 23: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.577134
0fcc748bba3e8c16,WAEC,Physics,Waves,2022,24,Physics Waves Question 24: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,hard,2025-12-10T16:51:33.577162
fc3c096ea6df1681,WAEC,Physics,Modern Physics,2022,25,Physics Modern Physics Question 25: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.577184
699cf415c70966bc,WAEC,Physics,Thermodynamics,2022,26,Physics Thermodynamics Question 26: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.577203
dc35ff3c8d4e875c,WAEC,Physics,Dynamics,2022,27,Physics Dynamics Question 27: [Question text would be here],Option A: [Answer choice]|Option B: [Answer choice]|Option C: [Answer choice]|Option D: [Answer choice],A,medium,2025-12-10T16:51:33.577226
